,V1,V2
X180378_43,1.999962856,1.997712469
X180378_61,1.999991804,1.999032198
X180380_13,1.729138167,1.881355932
X180380_20,1.999944406,1.999999973
X180380_29,1.99999649,1.999999028
X180385_30,1.950713059,1.943800178
X180397_27,1.999914603,NA
X180397_50,1.998583667,NA
X180405_50,1.999995889,1.999995806
X180405_58,1.998982389,1.999999507
X180405_60,1.999463611,1.923344948
X180418_34,1.903331734,1
X180418_35,1,1.982779275
X180418_59,1.99996645,1.999999968
X180423_31,1.998698424,NA
X180423_38,1.999969382,NA
X180424_13,1.999999998,1.999999998
X180424_44,1.995618661,1.999965887
X180427_57,1.227272727,1.996889088
X180432_24,1.988789296,1.978551394
X180432_35,1.879589179,1.771324864
X180433_14,1.398945124,1.985259063
X180433_27,1.994634159,1.985259063
X180441_5,1.989845924,2
X180441_17,1.999998729,1.999905688
X180441_48,1.999999939,2
X180443_47,1.724547264,1
X180445_26,1.999998465,1.999958189
X180454_28,2,2
X180460_7,1.796611398,1.999998592
X180464_8,1.853644044,1.483870968
X180464_52,1.974616866,1.985259063
X180470_27,1.999923841,1.99999392
X180471_58,1.970966049,1.935537649
X180475_11,1.998866454,1.999999235
X180475_23,1.567772891,1.968880245
X180475_27,1.997752212,1.999999975
X180475_48,1.944592579,1.996889088
X180481_35,1.588874402,1.535714286
X180481_60,1.688944157,1.906204906
X180482_15,1.811772834,NA
X180486_23,1,1.978962223
X180488_25,1.999999801,NA
X180488_59,1.999999875,NA
X180495_15,1.991790692,1.881355932
X180495_51,1.999999993,1.999999891
X180496_42,1.999751709,1.999999999
X180500_43,1.928420119,NA
X180502_52,1.999165958,1.985259063
X180510_37,1.961695143,1.999988321
X180511_45,1.999977323,1.999999782
X180511_48,1.999977323,1.999999217
X180511_65,1.999977323,1.999999819
X180512_10,1.78860604,1.935537649
X180515_23,1.999999072,2
X180515_34,1.858829625,1
X180523_34,1.863589043,NA
X180525_62,1.961288065,NA
X180525_63,1.999999707,NA
X180528_30,1.999999072,2
X180530_68,1.67049758,NA
X180531_57,1.398945124,1.737704918
X180533_13,1.911865283,NA
X180533_21,1.911865283,NA
X180533_60,1.897560626,NA
X180533_67,1.883036936,NA
X180542_50,2,1.999998742
X180542_62,1.981295929,1.771324864
X180544_33,1.998513811,1.998378491
X180547_63,1.999994315,NA
X180548_13,1.943862438,NA
X180548_23,1.548256092,NA
X180548_32,2,NA
X180548_55,1.913788743,NA
X180548_60,1.558052434,NA
X180555_15,1.907918418,NA
X180556_39,1.999982868,1.999999782
X180556_52,1.999997981,2
X180556_61,1.999998721,1.999999999
X180557_50,1.8657725,NA
X180560_25,NA,1.483870968
X180562_19,1.627363389,NA
X180567_54,1.230769231,1.986560042
X180567_56,1.999998648,1.990692114
X180572_41,1.877914172,NA
X180572_50,1.999997224,NA
X180578_42,1.953026774,NA
X180585_22,1.841549541,1.999997084
X180585_56,1.879589179,1.999997084
X180592_66,1,1.881355932
X180597_11,1.817664038,1.893829401
X180597_63,1.999912217,1.973907226
X180600_12,NA,1.999765366
X180600_23,NA,1.999998962
X180600_59,NA,1.992682512
X180610_12,1.811772834,1.988139648
X180611_36,1.541717824,1.844897959
X180616_17,1.904748837,NA
X180625_36,1.999625234,1.999999235
X180625_65,1.648295074,1.737704918
X180626_11,1.96355207,1.986560042
X180626_17,1.654787708,1.918400258
X180626_21,1.999343623,1.517241379
X180626_32,1.858829625,1.999754133
X180627_44,1.993498658,1.999996867
X180629_61,1.995109964,1.999982704
X180630_14,1.561044547,1.807127883
X180630_40,1.94145084,1
X180633_22,1.975424252,NA
X180646_29,1.999984028,NA
X180646_36,1.98472184,NA
X180647_26,1.741736099,NA
X180647_35,1.999380926,NA
X180647_40,1.994162705,NA
X180657_23,1.999414219,1.999905688
X180657_27,2,2
X180657_48,1.999313054,1.999999998
X180658_16,1.999909577,1.997712469
X180661_19,1.985088904,1.972979961
X180662_7,1.999965435,NA
X180670_40,1.25,1.982779275
X180670_45,1.964154952,1.966400106
X180670_51,1.829548859,1
X180670_56,1.999999918,2
X180670_61,1.907748381,1.535714286
X180670_66,1.99999973,2
X180672_41,1.999999997,2
X180672_46,2,1.999999993
X180678_37,1.420952381,1.935537649
X180679_43,1.993401507,1.893829401
X180679_52,1.905815945,1.893829401
X180680_20,1.864020638,1.535714286
X180688_52,NA,1.825791855
X180689_67,1.561044547,1.754237288
X180690_50,1.999979051,NA
X180690_55,1.999999649,NA
X180703_34,1.985015323,1.906204906
X180704_66,1.420952381,1.881355932
X180705_64,1.730725916,1
X180708_10,1.600722674,NA
X180708_44,1.999944406,NA
X180708_58,1.999125025,NA
X180722_18,1.890008203,1.930316742
X180731_5,1.992885952,NA
X180731_10,1.993913505,1.999823859
X180731_14,1.85379035,1
X180731_19,1.992885952,NA
X180731_26,1.985554456,1.844897959
X180731_28,1.943862438,1
X180734_22,1.999999852,NA
X180734_39,1.999999997,NA
X180734_59,2,NA
X180747_6,1.458779693,1.997712469
X180747_8,1.979541615,1.881355932
X180747_55,1.979541615,1.881355932
X180758_64,1.999165958,1.999999906
X180767_32,1.999810708,NA
X180778_16,1.997670849,1
X180783_43,1.999995792,2
X180785_23,1.911865283,NA
X180785_61,1.904748837,NA
X180787_26,1.589500861,NA
X180789_56,1.994802008,1.999999597
X180789_57,1.999973768,2
X180789_59,1.981478984,1.999999953
X180790_32,NA,1.999999819
X180793_61,1.883036936,NA
X180793_67,1.883036936,NA
X180805_6,1.829548859,1.881355932
X180805_11,1.99966069,1.999840597
X180805_16,1.999999998,2
X180805_62,1.907748381,1.978551394
X180810_63,1.972475869,NA
X180810_65,1.979398277,NA
X180814_65,1.999868476,2
X180817_11,1.99977341,NA
X180824_8,1.991035583,NA
X180837_10,1.999999986,1.99991044
X180839_53,1.762759412,1.99999962
X180842_26,1.932458636,1.996062048
X180842_62,1.993085079,1.996062048
X180851_19,1.967916465,1.918400258
X180864_24,1.54802102,1.959296469
X180864_45,1.800105644,1.517241379
X180865_19,1.998080913,1.999999525
X180867_56,NA,1
X180870_45,1.999999987,1.992909113
X180878_9,1.936096469,1.973907226
X180880_31,1.998022323,1.943800178
X180884_8,1.724547264,1.999905688
X180887_19,1.985266234,1.951740637
X180887_33,1.974020561,1.893829401
X180887_51,1.823590332,1.893829401
X180889_25,1.54802102,1.935537649
X180889_32,1.54802102,1.935537649
X180893_13,1.976732003,1.737704918
X180893_45,1.976732003,1.737704918
X180898_28,1.611442611,1.576923077
X180905_61,1.999999902,1.99999962
X180908_13,1.999952869,1.999999919
X180908_14,1.999962865,1.999999919
X180908_22,2,1.999999998
X180914_5,1.999997107,1.881355932
X180914_14,1.708716377,1.999351396
X180914_23,1.809159006,1.943800178
X180914_24,1.708716377,1.999840597
X180914_50,1.809159006,1.996062048
X180920_46,1.99996642,NA
X180922_6,1.800105644,1.893829401
X180926_18,1.843302071,NA
X180926_47,1.909721774,NA
X180929_16,1.999942725,NA
X180929_35,1.999971816,NA
X180931_34,1.999999592,1.999994497
X180935_11,1.538778312,1.771324864
X180935_30,2,1.999905688
X180935_55,1.960237499,1.771324864
X180935_59,1.319148936,1.978551394
X180939_60,1.999999946,1.999999993
X180941_49,1.272727273,NA
X180942_37,1.998720957,NA
X180944_15,2,1.999999028
X180944_44,1.999999592,2
X180955_48,1.567772891,NA
X180957_16,1.661391076,NA
X180959_8,1.880909574,1
X180959_40,1.998092007,1.993155994
X180959_41,1.227272727,1.935537649
X180961_49,1.992604978,NA
X180966_64,1.994802008,1.972979961
X180988_31,1.999999978,1.999999691
X180988_68,1.999729062,1.999991616
X180991_12,1.975928495,1.788961039
X180996_16,1.999999167,NA
X180997_8,1.961695143,NA
X181001_27,1.696124558,1.6
X181004_53,1.596228202,NA
X181004_62,1.999999982,NA
X181010_46,1.999988534,NA
X181011_10,1.983246443,1.997163645
X181011_34,1.939309866,2
X181012_49,1.999999809,2
X181012_60,1.724547264,1.943800178
X181018_36,1.993650181,NA
X181021_37,NA,1.996813433
X181022_5,1.992342419,1
X181024_30,1.976732003,1.996889088
X181025_11,1.998428448,1.771324864
X181025_44,1.998428448,1.771324864
X181026_40,1.983525362,NA
X181026_45,1.998977428,NA
X181030_23,1.997508954,NA
X181033_11,1.568181818,NA
X181033_21,2,NA
X181033_26,2,NA
X181033_44,1.568181818,NA
X181034_17,1.999994553,NA
X181034_27,1.568181818,NA
X181043_10,1.588874402,NA
X181043_35,1.999999639,NA
X181045_35,1,1.881355932
X181049_25,1.976648661,NA
X181052_38,1.999959738,1.998725234
X181053_46,1.999998545,NA
X181055_64,1.99995311,1.999999993
X181067_58,1.982549002,1.999840597
X181070_36,1.999660809,1.999998336
X181074_40,1.896018021,1.988139648
X181074_48,1.986317469,1.943800178
X181080_39,1.832017487,1
X181082_19,1.999370952,1.999223903
X181082_63,1.985015323,1
X181084_43,1.794333968,1.754237288
X181089_30,1.741736099,NA
X181100_18,1.961695143,1.868852459
X181103_15,1.999995708,1.999905688
X181103_17,1.999997205,1.999905688
X181103_21,1.999985007,2
X181109_35,1.971451681,NA
X181109_56,1.85379035,NA
X181112_61,1.48787062,1.825791855
X181115_35,1.404233171,1.999587571
X181115_39,1.909721774,1.999999396
X181116_63,1.841549541,1.999223903
X181119_9,1.956616181,NA
X181119_19,1.999999962,NA
X181119_21,1.975424252,NA
X181119_35,1.999999962,NA
X181119_39,1.999999962,NA
X181124_26,1.54802102,1.893829401
X181124_30,1.404233171,1.959296469
X181124_58,1.648295074,1.990692114
X181126_16,1.561044547,1.535714286
X181126_20,1.561044547,1.535714286
X181126_29,1.903331734,1
X181126_34,1.988348088,2
X181126_46,1.988348088,1.999999965
X181126_52,1.99720958,1.941836735
X181126_61,1.988348088,1.999999962
X181128_10,NA,1.999905688
X181128_31,NA,1.978551394
X181128_32,NA,1.978551394
X181128_45,NA,1.771324864
X181128_54,NA,1.517241379
X181130_35,1.894418795,1.807127883
X181130_45,1.999343623,1
X181135_33,1.91360024,1
X181145_68,1.999935677,NA
X181150_20,1.999999562,NA
X181150_29,1.986317469,NA
X181157_21,1.736981111,NA
X181157_47,1.974616866,NA
X181157_51,1.885426406,NA
X181158_66,1.998116798,NA
X181167_36,1.97978811,1.999958189
X181172_16,1.921261474,1.999293133
X181179_44,1.472894078,1.807127883
X181179_46,1.999877262,2
X181180_6,1.452023988,1.906204906
X181192_33,1.404233171,1.943800178
X181197_13,1.999358731,1.989867485
X181198_43,1.554461942,NA
X181198_44,1.554461942,NA
X181198_61,1.805919275,NA
X181216_30,2,NA
X181216_34,1.636842105,NA
X181221_59,1.996468307,1.943800178
X181229_25,1.999992536,1.999999993
X181232_17,1.999999949,1.999999998
X181232_21,1.970966049,1.5
X181233_8,2,1.999999993
X181233_51,1.503785673,1.993155994
X181233_65,1.890008203,1
X181244_10,1.947681171,1.864361702
X181244_24,1.972047807,1.625
X181252_18,1.538778312,NA
X181252_61,1.999989885,NA
X181267_59,1.85970074,NA
X181267_62,1.871845752,NA
X181269_25,1.979068192,NA
X181269_50,1.904748837,NA
X181270_5,1.999273651,1.999032198
X181270_45,1.909721774,1.999840597
X181270_52,1.999273651,1.999032198
X181273_15,1.99084879,1.999997748
X181273_25,1.999809815,1.999992116
X181281_10,2,2
X181281_39,1.811772834,1.941836735
X181287_44,1.661391076,1.918400258
X181291_47,1.877914172,NA
X181291_54,1.945420495,NA
X181293_6,1.648295074,1.893829401
X181295_26,1.817664038,1.930316742
X181309_16,1.84758425,1.943800178
X181310_65,1.223880597,1.881355932
X181312_24,1.999999999,1.999999919
X181321_6,1.997670849,1.999950677
X181321_36,1.999999774,NA
X181329_25,1.992893779,1.517241379
X181333_15,1.974826748,NA
X181333_20,1.999048439,NA
X181333_40,1.979398277,NA
X181334_5,1.783043745,NA
X181334_40,1.999993373,NA
X181342_52,1.9763595,1.884057971
X181350_58,1.996621057,NA
X181359_60,1.999997826,1.999999906
X181363_50,1.999667785,1.998378491
X181369_19,1.25862069,1.999032198
X181369_36,1.997285973,2
X181371_45,1.999999996,NA
X181388_30,1.889930644,NA
X181395_21,1.999999079,1.999999999
X181395_22,1.883036936,1.825791855
X181395_33,1.999999602,2
X181398_30,1.612341772,NA
X181398_57,1.99709524,NA
X181406_6,2,NA
X181406_24,1.809159006,NA
X181420_50,1.999868894,NA
X181422_32,NA,1.535714286
X181425_20,1.999378149,1.952821462
X181434_25,1.648295074,1.935537649
X181434_37,1.999625234,1.999999975
X181434_60,1.648295074,1.935537649
X181438_40,1.999931695,NA
X181438_55,1.999999991,NA
X181446_13,NA,1.788961039
X181446_52,NA,2
X181447_41,1.999999946,1.996062048
X181447_62,1.951266251,1.99999962
X181447_68,1.999999946,1.996062048
X181448_8,2,1.999601493
X181448_25,1.995137952,1.985259063
X181461_35,2,2
X181462_24,NA,2
X181462_29,NA,1.576923077
X181469_38,1.762759412,1.999399992
X181470_62,1.999999998,2
X181471_58,1.981478984,1
X181472_39,1.981238553,1.999999235
X181476_16,1.948525889,1.999351396
X181476_21,1.999865005,2
X181481_24,1.718816068,NA
X181481_31,1.718816068,NA
X181488_48,1.999165958,1.99974615
X181489_53,2,1.999992116
X181489_66,2,1.999992116
X181490_7,1.944592579,1.99974615
X181506_59,2,2
X181507_60,1.999998084,1.999999819
X181519_13,1.999996737,1.968880245
X181519_14,1.999996737,1.968880245
X181519_43,1.839242759,1.968880245
X181519_46,1.839242759,1.483870968
X181519_65,1.998815373,1.998617372
X181521_31,1.999839104,1.555555556
X181525_5,1.803581036,NA
X181525_27,1.950057334,NA
X181525_39,1.90017168,NA
X181525_43,1.999973442,NA
X181525_54,1.92924789,NA
X181526_60,1.999395511,1.737704918
X181532_38,NA,1.998378491
X181540_24,1.999852314,NA
X181540_42,1.998449515,NA
X181540_62,1.97708276,NA
X181555_19,1.612341772,NA
X181555_54,1.999195439,NA
X181556_48,1.979541615,1.999399992
X181563_10,1.978044777,1.999850824
X181563_42,1,1.906204906
X181563_51,1.999894535,1.999992116
X181563_55,1.999987109,1.999994497
X181563_59,1.979671132,1.992909113
X181564_18,1.999965435,1.999976822
X181564_41,1.999048439,1.999999973
X181564_44,1.999874788,1.999938191
X181565_51,1.535548505,1.999895474
X181566_9,1.998177794,1.999999872
X181566_62,2,1.999999993
X181569_36,NA,1.6
X181571_63,1.999998811,2
X181572_17,1.999965612,NA
X181572_23,1.999965612,NA
X181577_15,1.999959738,1.999999872
X181577_30,1.999999952,1.999965887
X181577_44,1.398945124,1.999351396
X181577_64,1.999999077,1.999999993
X181583_29,1.420952381,1.988139648
X181583_44,1.999998576,1.999999906
X181583_57,1.98728688,1.754237288
X181586_16,1.999753799,NA
X181590_28,1.999964175,1.999999998
X181590_29,1.98728688,1.99974615
X181590_37,1.99988974,1.999958189
X181593_16,1.987820605,NA
X181593_19,1.987820605,NA
X181596_10,1.999536675,1.999988135
X181596_14,1.999999986,1.999999998
X181596_19,1.749719922,1.990692114
X181596_27,1.811772834,1.999351396
X181596_31,1.999923841,1.999988135
X181598_31,1.994890941,NA
X181600_39,1.998400613,1.998378491
X181600_56,1.858829625,1
X181604_18,1.789704851,1
X181605_13,1.703424254,1.754237288
X181608_8,1.920229954,NA
X181608_53,1.774550976,NA
X181608_68,1.991035583,NA
X181611_33,1.996222927,1.999587571
X181612_9,1.991072627,1.788961039
X181612_28,2,1.999982704
X181612_40,1.999625234,1.999999968
X181614_36,1.730725916,1
X181615_65,1.234375,1.943800178
X181615_68,1.992565766,1.999748501
X181617_14,1.950713059,1.6
X181618_18,1.999877262,1.999999919
X181620_22,1.999909577,NA
X181629_27,1.991332673,NA
X181629_55,1.95683813,NA
X181636_64,1.993401507,NA
X181647_66,1.99977341,2
X181650_8,1.979068192,NA
X181651_45,1.999992201,1.999997801
X181657_27,1.98380616,1.737704918
X181662_30,1.988789296,1.535714286
X181662_39,1.99927867,1.959296469
X181672_69,1.795692953,NA
X181675_55,1.989944052,NA
X181685_49,1.652649971,1.999293133
X181694_29,1.999563424,1.999999396
X181696_36,1.999999985,NA
X181700_43,1.963675695,NA
X181702_31,1.999997957,2
X181704_39,1.998698424,1.999895474
X181719_39,1.998116798,2
X181736_27,1.588874402,NA
X181748_14,1,1.941836735
X181748_36,1.999931695,1.999999999
X181748_62,1.999931695,1.999998962
X181754_12,1.99031911,1
X181754_45,1.975928495,1.935537649
X181755_10,1.600722674,NA
X181758_11,1.741736099,NA
X181758_18,2,NA
X181758_25,1.8657725,NA
X181758_28,1.810610514,NA
X181758_49,1.627363389,NA
X181758_66,1.910292026,NA
X181763_31,1.85379035,1.625
X181765_17,1.970179071,1.972979961
X181765_46,1.952637349,1.972979961
X181769_15,1.644027589,NA
X181770_21,1,1.951740637
X181773_40,1.99990471,1.999938191
X181781_9,2,NA
X181782_30,1.999999999,1.999999673
X181789_19,1.999946582,2
X181792_54,1.999868894,1.999905688
X181792_58,1.999999995,1.999999906
X181798_33,1.988240525,1.999932962
X181798_51,1.999038889,1.997560837
X181799_8,1.885426406,1.864361702
X181806_26,1.998815373,NA
X181806_60,1.993324583,NA
X181807_39,1.996428761,1.996062048
X181808_48,1.999953015,NA
X181808_64,1.999953015,NA
X181814_21,1.976133448,1.555555556
X181814_23,1.999817359,1.999575078
X181814_40,1.989196074,1.825791855
X181820_43,1.803581036,1.881355932
X181826_6,1.999866677,2
X181827_17,1.999810024,NA
X181827_57,1.972047807,NA
X181828_9,1.999903058,1.999932962
X181828_10,1.999903058,1.999932962
X181828_16,1.999938524,1.999932962
X181828_56,1.979398277,1.517241379
X181829_66,2,1.999999998
X181829_68,2,1.999999993
X181831_9,1,1.992909113
X181831_21,1.999999867,1.999850824
X181831_27,1.74331259,1.788961039
X181831_31,1.996054559,1.999999968
X181834_31,1.749719922,1.754237288
X181835_56,1.982549002,1.997712469
X181845_18,1.877914172,NA
X181851_5,1.998905572,NA
X181851_28,1.283018868,1.844897959
X181851_59,1.288461538,NA
X181851_63,1.48787062,1.6
X181851_66,1.283018868,1.952821462
X181853_10,1.998579701,NA
X181856_60,1.99955068,1.999983788
X181857_36,1.999945144,1.999982704
X181857_46,1.999999995,2
X181857_60,1.935021668,1.999754133
X181865_39,1.999999599,2
X181865_55,1.916479825,1.807127883
X181872_17,1.928420119,1.997163645
X181879_26,1.999358731,1.864361702
X181879_68,1.996984654,2
X181887_17,1.999865005,1.999997748
X181890_34,1.953956175,NA
X181894_22,1.561044547,1.943800178
X181894_34,1.561044547,1.943800178
X181899_25,1.398945124,1.973907226
X181906_21,1.999999999,1.999999993
X181907_18,1.774550976,NA
X181907_37,1.846502792,NA
X181909_11,2,NA
X181910_18,2,NA
X181910_21,2,NA
X181913_9,1.589500861,NA
X181923_61,1.996222927,NA
X181924_18,NA,2
X181924_20,NA,1.999601493
X181933_20,1.999999989,2
X181933_45,1.999999967,2
X181935_51,1.999995571,1
X181935_54,2,1.997712469
X181956_19,1.996278961,NA
X181956_21,1.999999422,NA
X181956_23,1.698837394,NA
X181956_33,1.999475276,NA
X181956_40,1.999999921,NA
X181956_48,1.999998913,NA
X181957_20,1.987305274,1.959296469
X181957_23,2,2
X181958_19,1.708716377,NA
X181958_31,1.875731446,NA
X181958_65,1.999917776,NA
X181959_16,1.979068192,NA
X181963_20,NA,1.963109354
X181963_26,NA,1.963109354
