,JPA_SP,JPA_AM,JTR_TC-II,JTR_GI,JTR_NI
X182236_42,1.305322129,1.184660819,1.166666667,1,1.368421053
X182249_33,1.125,1.103157895,1.368421053,1,1
X182249_59,1.359605911,1.472031801,1.50877193,1,1.50877193
X182249_62,1.430589544,1.504377716,1.50877193,1.285714286,1.50877193
X182249_64,1.359605911,1.472031801,1.50877193,1,1.50877193
X182253_42,1.705982906,1.586898105,NA,NA,NA
X182254_46,1,1.04,1,1.181818182,1.337662338
X182255_34,1.905882353,1.850638047,1.581544771,1.789210789,1.833333333
X182255_63,1.50877193,1.382336531,1.337662338,1.67032967,1.405228758
X182255_65,1.2,1.108763693,1,1,1
X182257_16,1,1.164048228,NA,NA,NA
X182257_45,1,1.164048228,NA,NA,NA
X182259_7,NA,NA,1.764705882,1.67032967,1.727472527
X182269_65,1.487752286,1.19171825,NA,NA,NA
X182272_46,1.859683794,1.880211088,NA,NA,NA
X182278_51,1.611713191,1.736711099,NA,NA,NA
X182281_12,1.833333333,1.720937994,NA,NA,NA
X182281_15,1.883384933,1.711601979,NA,NA,NA
X182281_41,1.833333333,1.67813173,NA,NA,NA
X182288_23,1,1,1.181818182,1,1.337662338
X182288_54,1.407692308,1.115013169,1.581544771,1,1.337662338
X182291_65,1.558176643,1.489138577,1.80861244,1.845201238,1.337662338
X182296_14,1.873943419,1.861924888,1.80861244,1.505494505,1.764705882
X182296_20,1.558176643,1.515297817,1.47012987,1.745454545,1.50877193
X182296_68,1.111111111,1.226480229,1,1,1
X182301_40,1.853588517,1.666175799,NA,NA,NA
X182301_41,1.853588517,1.666175799,NA,NA,NA
X182305_24,1.674916388,1.883878208,NA,NA,NA
X182312_6,1.289230769,1.420133664,1,1.405228758,1
X182312_32,1.26984127,1.193349107,1,1.368421053,1
X182312_39,1.368421053,1.795810862,1.789210789,1.764705882,1.727472527
X182312_53,1.510635452,1.326147431,1,1.2,1.405228758
X182313_44,1.875222816,1.862236859,NA,NA,NA
X182318_12,1.815544609,1.79061311,NA,NA,NA
X182322_47,1.201991465,1.214398431,1.436758893,1,1.717234262
X182324_20,1.832374582,1.663301445,1.749145591,1,1.47012987
X182324_21,1,1,1,1.764705882,1
X182324_23,1.790635452,1.717881202,1.749145591,1.764705882,1.47012987
X182324_49,1,1,1,1.553921569,1
X182324_64,1.289230769,1.196136894,1.337662338,1.405228758,1.67254902
X182324_65,1.153846154,1.066666667,1,1.405228758,1
X182325_51,1.599331104,1.184135378,1.710615471,1.67032967,1.717234262
X182325_65,1.599331104,1.184135378,1.710615471,1.67032967,1.717234262
X182336_55,1.901656315,1.884182484,NA,NA,NA
X182336_56,1.901656315,1.883963505,NA,NA,NA
X182336_66,1.859683794,1.808842729,NA,NA,NA
X182337_36,1.651218063,1.507469987,1.2,1.285714286,1.727472527
X182342_51,1.111111111,1.155795785,1,1,1
X182346_29,1.487752286,1.17635239,NA,NA,NA
X182347_33,NA,NA,1.337662338,1.222222222,1
X182347_63,NA,NA,1.909774436,1.908496732,1.790299278
X182350_13,1,1.292443097,1.581544771,1,1.337662338
X182369_49,1.730523627,1.514032508,NA,NA,NA
X182378_30,1,1,1.166666667,1,1.2
X182380_38,1.445573393,1.587275198,1.710615471,1.47012987,1.749145591
X182380_48,1.445573393,1.250847438,1.311594203,1.909774436,1.47012987
X182380_51,1.371713066,1.184660819,1.166666667,1.749145591,1
X182381_58,1.845201238,1.87467845,NA,NA,NA
X182387_16,1.887064404,1.835476646,1.710615471,1.845201238,1.749145591
X182389_5,1.153846154,1.239446441,NA,NA,NA
X182389_64,1.730523627,1.225987901,NA,NA,NA
X182393_30,1,1,1,1.624148607,1
X182399_16,1.111111111,1.118688197,1.47012987,1.285714286,1.2
X182401_23,1.811204482,1.833114841,1,1,1
X182401_49,1,1,1.2,1.505494505,1.911538462
X182408_5,1.538222952,1.592182233,1,1.333333333,1.67254902
X182408_10,1.846524357,1.882703262,1.885030759,1.575757576,1.553921569
X182408_19,1.846524357,1.799726589,1.885030759,1.939393939,1.880718954
X182410_39,1.738394649,1.603267265,NA,NA,NA
X182431_58,1.699923606,1.652626411,1.166666667,1.833333333,1.337662338
X182440_63,1,1.040816327,1.166666667,1.4,1.25
X182441_37,1.676125582,1.855351744,1.906832298,1.883384933,1.815934066
X182443_42,1.359605911,1.355618404,1.543948805,1,1
X182449_51,1.766344661,1.775776401,1.822134387,1.880718954,1.833333333
X182453_16,1.837535014,1.766964355,1.45,1.727472527,1.607142857
X182453_49,1.105263158,1.152825711,1,1,1
X182453_58,1.750250278,1.600155566,NA,NA,NA
X182454_10,1,1,1,1,1.368421053
X182454_22,1.405228758,1.618906686,1.581544771,1.869130869,1.790299278
X182454_23,1.405228758,1.618906686,1.581544771,1.869130869,1.764705882
X182460_61,1.611713191,1.526327839,NA,NA,NA
X182461_37,1.153846154,1.105886709,NA,NA,NA
X182461_46,1.153846154,1.203132903,NA,NA,NA
X182462_31,1.892907946,1.816540478,NA,NA,NA
X182465_55,1,1.118414918,NA,NA,NA
X182472_50,1.117647059,1.085523172,1.181818182,1,1
X182491_53,1,1.155795785,NA,NA,NA
X182491_61,1.111111111,1.292618512,NA,NA,NA
X182493_23,1.125,1.111801242,NA,NA,NA
X182495_8,1.822134387,1.884908485,1.883384933,1.93006993,1.749145591
X182500_21,1.558176643,1.530758883,1.436758893,1.50877193,1.749145591
X182500_24,1.873943419,1.879836021,1.822134387,1.883384933,1.673957621
X182504_11,1.581544771,1.84814588,NA,NA,NA
X182504_47,1.634763787,1.823703914,NA,NA,NA
X182504_61,1,1.155559669,NA,NA,NA
X182507_43,1.750250278,1.885788449,NA,NA,NA
X182507_61,1.824388209,1.875407925,NA,NA,NA
X182514_15,1.311594203,1.382336531,NA,NA,NA
X182514_16,1.311594203,1.391517022,NA,NA,NA
X182514_58,1.47012987,1.860295321,NA,NA,NA
X182514_61,1.436758893,1.208404047,1.45,1.607142857,1.789210789
X182532_51,1,1.12202381,NA,NA,NA
X182534_13,1.510635452,1.361868621,NA,NA,NA
X182534_48,1.904347826,1.755698022,NA,NA,NA
X182534_56,1.738394649,1.540881986,NA,NA,NA
X182543_17,1.779645191,1.797447745,1.901656315,1.764705882,1.905882353
X182557_25,1.88698896,1.478463821,1.436758893,1.553921569,1.581544771
X182557_26,1.117647059,1.249932458,1.166666667,1.222222222,1.673957621
X182559_33,1.153846154,1.198120774,NA,NA,NA
X182559_59,1.822134387,1.575330298,NA,NA,NA
X182562_16,1.824388209,1.880275277,NA,NA,NA
X182568_24,1.389508531,1.561318613,1,1,1
X182570_43,1.142857143,1.203132903,NA,NA,NA
X182570_62,1.142857143,1.198120774,NA,NA,NA
X182570_64,1.142857143,1.198120774,NA,NA,NA
X182571_8,1.389508531,1.211958969,1.166666667,1.50877193,1.581544771
X182571_58,1.389508531,1.280814734,1,1,1.181818182
X182573_49,1.305322129,1.498758263,1.764705882,1.869130869,1.50877193
X182576_18,1,1.100566101,1.166666667,1,1
X182579_31,1.898412698,1.881897237,NA,NA,NA
X182595_50,1.724512679,1.64577379,1.885030759,1.505494505,1.368421053
X182597_43,1.26984127,1.211958969,1,1,1
X182602_48,1.389508531,1.405189705,1,1,1
X182607_34,1.125,1.489138577,1,1,1.368421053
X182607_55,1.724512679,1.782103787,1.749145591,1.915084915,1.790299278
X182609_8,1.321524064,1.203372755,1.181818182,1.505494505,1.337662338
X182612_19,1.368421053,1.189947399,NA,NA,NA
X182613_42,1.811204482,1.772366016,1.903622693,1.928571429,1.903622693
X182615_21,1.153846154,1.232523734,NA,NA,NA
X182615_40,1.822134387,1.796348934,NA,NA,NA
X182615_45,1,1.178667435,NA,NA,NA
X182619_24,1.730523627,1.637232848,1.885030759,1.45,1.905882353
X182622_21,1.908496732,1.875066103,NA,NA,NA
X182622_39,1,1.12202381,NA,NA,NA
X182624_22,1.407692308,1.538611783,1,1,1.222222222
X182624_26,1.153846154,1.444676859,1.624148607,1,1.405228758
X182624_54,1.407692308,1.12202381,1.2,1,1.607142857
X182627_43,1.305322129,1.522972297,1.436758893,1,1.337662338
X182628_30,1.534504711,1.039215686,1.166666667,1.337662338,1.337662338
X182628_32,1.111111111,1.149966526,1,1,1.181818182
X182628_48,1,1.149966526,1.311594203,1.337662338,1.181818182
X182628_62,1,1.149966526,1.311594203,1,1.181818182
X182631_66,1.111111111,1.19171825,NA,NA,NA
X182634_22,1.750250278,1.695844992,1.181818182,1.67254902,1.47012987
X182634_42,1.339516129,1.15888331,1,1.553921569,1.47012987
X182634_54,1.339516129,1.15888331,1,1.67254902,1.47012987
X182634_59,1.237903226,1.383706413,1.47012987,1.833333333,1.581544771
X182639_36,1.45444262,1.470102028,1,1,1
X182649_27,1,1.242221032,1.311594203,1,1.581544771
X182668_64,1.583843159,1.702719503,NA,NA,NA
X182669_23,1.742636449,1.756945481,1.822134387,1.717234262,1.749145591
X182683_26,1,1.042553191,1.166666667,1,1.337662338
X182685_30,1.511818687,1.489138577,1.543948805,1.789210789,1.717234262
X182685_52,1.430589544,1.404446067,1.543948805,1.789210789,1.50877193
X182685_56,1.237903226,1.275337267,1.311594203,1,1.2
X182686_24,1.738394649,1.701399833,NA,NA,NA
X182691_68,1.893795094,1.856331503,1.710615471,1.883384933,1.885030759
X182696_26,1.480976801,1.478463821,1.673957621,1.764705882,1.749145591
X182699_20,1.75777281,1.825138984,1.634763787,1.876373626,1.2
X182699_46,1.573257468,1.69457534,1.543948805,1.727472527,1
X182707_42,1,1.181322782,1,1,1
X182707_44,1.212698413,1.112045864,1.166666667,1.50877193,1.50877193
X182711_41,1.88698896,1.880004509,1.885030759,1.764705882,1.853588517
X182711_46,1.766344661,1.765277517,1.885030759,1.67254902,1.909774436
X182711_56,1.766344661,1.790544905,1.853588517,1.833333333,1.909774436
X182720_62,1.851501669,1.688183629,NA,NA,NA
X182722_7,1.790739711,1.668738663,1.886034256,1.880718954,1.749145591
X182728_22,1.512632934,1.717950385,1.543948805,1.581544771,1.47012987
X182728_59,1.62778568,1.759182398,1.543948805,1.673957621,1.717234262
X182729_48,1.611713191,1.655996635,1.883384933,1.790299278,1.624148607
X182730_44,1.717234262,1.666175799,NA,NA,NA
X182732_6,1.710615471,1.578817734,NA,NA,NA
X182732_15,1.822134387,1.855716878,NA,NA,NA
X182733_45,1.22459893,1.226480229,NA,NA,NA
X182734_16,NA,NA,1.436758893,1.717234262,1.883384933
X182734_36,NA,NA,1.543948805,1.717234262,1.883384933
X182734_56,NA,NA,1,1.368421053,1.624148607
X182735_22,1.212698413,1.370995923,1,1,1
X182736_62,1.311594203,1,NA,NA,NA
X182738_30,1.222222222,1.118414918,NA,NA,NA
X182738_38,1.764705882,1.560514486,NA,NA,NA
X182738_40,1.764705882,1.560514486,NA,NA,NA
X182738_52,1.553921569,1.173513986,NA,NA,NA
X182738_54,1.405228758,1.060606061,NA,NA,NA
X182738_55,1.405228758,1.060606061,NA,NA,NA
X182743_25,1.105263158,1.210651228,1,1.181818182,1.47012987
X182743_58,1.29065908,1.336749145,1.311594203,1.337662338,1.749145591
X182744_10,1.153846154,1,1,1,1.47012987
X182744_12,1.153846154,1,1,1,1.47012987
X182744_36,1.153846154,1,1,1,1.47012987
X182746_49,1.815544609,1.876213805,NA,NA,NA
X182757_57,1.382173382,1,NA,NA,NA
X182761_12,1.166666667,1.254597308,NA,NA,NA
X182761_32,1.337662338,1.068965517,NA,NA,NA
X182768_23,1,1.266468846,NA,NA,NA
X182768_53,1.22459893,1.126166587,NA,NA,NA
X182776_59,1.311594203,1.164048228,NA,NA,NA
X182781_9,1.831593928,1.874518815,1.822134387,1.905882353,1.885030759
X182781_12,1.831593928,1.874518815,1.822134387,1.905882353,1.885030759
X182783_23,1.409047783,1.457927391,1.710615471,1.789210789,1.853588517
X182785_35,1,1.342289172,1.166666667,1.25,1.673957621
X182785_38,1.22459893,1.275337267,1,1,1
X182790_10,1.885030759,1.632758108,NA,NA,NA
X182793_23,1.573257468,1.657221022,NA,NA,NA
X182793_52,1.371713066,1.403557707,NA,NA,NA
X182802_33,1.337662338,1.13430127,1,1,1.181818182
X182802_40,1,1.254597308,1.222222222,1,1
X182804_55,1,1.128873,NA,NA,NA
X182813_41,1.212698413,1.152825711,1,1,1
X182827_34,1.487752286,1.541806075,1.181818182,1,1.47012987
X182827_51,1.321524064,1.449600967,1,1,1
X182832_50,1.831593928,1.881777854,1.886034256,1.833333333,1.903622693
X182834_12,1.339516129,1.286512228,NA,NA,NA
X182834_15,1.339516129,1.286512228,NA,NA,NA
X182839_7,1.311594203,1.262909418,1.45,1,1.673957621
X182839_15,1.543948805,1.59344115,1.876373626,1,1.673957621
X182839_40,1,1.514032508,1.25,1,1.337662338
X182839_45,1.634763787,1.82643143,1.727472527,1.915084915,1.853588517
X182839_52,1.436758893,1.319597593,1.25,1.505494505,1.581544771
X182846_26,1.359605911,1.298621768,1.311594203,1.505494505,1.581544771
X182846_29,1,1,1.166666667,1,1.47012987
X182846_51,1,1.24866464,1.166666667,1.285714286,1
X182846_64,1.125,1.045454545,1.166666667,1.505494505,1.581544771
X182848_9,1.26984127,1.487112413,1.311594203,1.505494505,1
X182852_42,1.596197267,1.397294836,1.543948805,1.181818182,1.717234262
X182852_54,1.620816802,1.724949611,1.80861244,1.903622693,1.624148607
X182856_14,1,1.147904727,1.543948805,1.25,1
X182859_14,1.26984127,1.335986117,1.543948805,1.181818182,1.581544771
X182859_52,1.777011494,1.76211905,1.710615471,1.47012987,1.581544771
X182862_26,1.117647059,1.149966526,1.311594203,1,1
X182864_16,1.125,1.586629924,NA,NA,NA
X182864_30,1.117647059,1.285325123,NA,NA,NA
X182864_36,1.22459893,1.333827847,NA,NA,NA
X182866_29,1.538222952,1.531646325,1.311594203,1.47012987,1.2
X182866_37,1.133333333,1.203372755,1.543948805,1.181818182,1
X182868_54,1.166666667,1.278752826,NA,NA,NA
X182871_40,1.724512679,1.760011976,1.901656315,1.880718954,1.853588517
X182875_56,NA,NA,1,1,1.405228758
X182878_57,1.321524064,1.282382121,1.166666667,1,1
X182887_35,1.105263158,1.147212147,1.710615471,1.47012987,1.368421053
X182887_60,1.29065908,1.468698552,1.634763787,1.47012987,1.624148607
X182888_29,1.117647059,1.390385495,NA,NA,NA
X182888_67,1.790739711,1.848809691,NA,NA,NA
X182891_27,1,1.040816327,1,1.222222222,1.47012987
X182896_19,1.837535014,1.882526882,1.901656315,1.911538462,1.815934066
X182896_25,1.858823529,1.865160712,1.901656315,1.911538462,1.815934066
X182906_8,1,1.083733699,1.181818182,1,1.337662338
X182906_24,1.117647059,1.230814037,1.181818182,1.45,1.337662338
X182926_28,1.339516129,1.314992295,1.166666667,1.25,1
X182930_32,NA,NA,1,1.607142857,1
X182931_23,1,1.29221137,NA,NA,NA
X182934_21,1.887068966,1.695184205,1.822134387,1.815934066,1.764705882
X182934_27,1.887068966,1.867335865,1.436758893,1.876373626,1.67254902
X182934_66,1.898776418,1.695184205,1.859683794,1.917647059,1.908496732
X182937_12,1.368421053,1.25496457,NA,NA,NA
X182937_19,1.368421053,1.25496457,NA,NA,NA
X182937_38,1.908496732,1.882854303,1.764705882,1.789210789,1.789210789
X182937_59,1.908496732,1.823703914,NA,NA,NA
X182938_31,1.642002442,1.702719503,1.903622693,1.575757576,1.624148607
X182942_37,1.790739711,1.839890772,1.67254902,1.607142857,1.923076923
X182962_16,1.815544609,1.854234373,1.181818182,1.181818182,1
X182962_26,1.117647059,1.496061417,1.181818182,1.181818182,1
X182962_31,1.117647059,1.496061417,1.181818182,1.181818182,1
X182964_66,1.676125582,1.716525819,1.772727273,1.790299278,1.581544771
X182967_50,1.898412698,1.883378535,1.901656315,1.880718954,1.80861244
X182978_24,1.105263158,1.184660819,1.311594203,1.222222222,1
X182978_62,1.105263158,1.184660819,1.311594203,1.222222222,1
X182981_27,1.538222952,1.506848498,NA,NA,NA
X182981_68,1.583843159,1.506848498,NA,NA,NA
X182995_64,1.117647059,1.181322782,1,1,1
X182998_42,1.212698413,1.298016833,NA,NA,NA
X182998_60,1.212698413,1.298016833,NA,NA,NA
X182999_44,1.133333333,1.278752826,1.311594203,1.368421053,1.405228758
X182999_61,1,1,1.166666667,1.2,1.222222222
X183006_25,1.201991465,1.360689171,1.436758893,1.45,1.222222222
X183014_67,1.675606641,1.702719503,NA,NA,NA
X183017_24,1.133333333,1.50031348,NA,NA,NA
X183019_64,1.901656315,1.886767767,NA,NA,NA
X183027_43,1.117647059,1.042553191,1.166666667,1.2,1.181818182
X183031_67,1.252873563,1.216528416,NA,NA,NA
X183053_38,1,1.074393531,1.166666667,1,1.337662338
X183058_64,1.702558398,1.865160712,1.885030759,1.905882353,1.903622693
X183064_21,1.153846154,1.61505824,1.311594203,1.939393939,1.80861244
X183065_30,1.125,1.451029574,1,1,1
X183065_32,1.790739711,1.882388239,1.886034256,1.905882353,1.909774436
X183067_31,1.321524064,1.298016833,1.166666667,1.47012987,1
X183072_22,1.409047783,1.168924424,1.543948805,1,1
X183074_30,1.212698413,1.121080627,NA,NA,NA
X183074_63,1.811204482,1.650119625,NA,NA,NA
X183075_48,1.465749936,1.515297817,1.181818182,1.553921569,1.405228758
X183078_65,1.75995116,1.880275277,1.673957621,1.553921569,1.553921569
X183080_63,1,1.15888331,1.436758893,1.181818182,1
X183097_26,1.445573393,1.607084238,1.166666667,1,1.368421053
X183097_37,1.105263158,1.282382121,1.166666667,1.405228758,1.624148607
X183097_56,1,1.039215686,1,1.607142857,1.50877193
X183098_40,1.201991465,1.07726655,1,1,1.181818182
X183098_50,1.445573393,1.312905173,1.337662338,1,1.47012987
X183105_13,1,1.123571365,NA,NA,NA
X183107_64,1.22459893,1.114175888,1.166666667,1.337662338,1.47012987
X183112_63,1.22459893,1.165439641,1,1,1
X183114_42,1.142857143,1.216528416,1.47012987,1,1.47012987
X183116_18,1.409047783,1.470102028,NA,NA,NA
X183122_5,1.676125582,1.522972297,1.710615471,1.67254902,1
X183122_32,1,1.218280652,1,1.405228758,1
X183122_33,1.22459893,1.282382121,1.166666667,1,1.368421053
X183124_66,1.886935287,1.603267265,NA,NA,NA
X183124_67,1.886935287,1.603267265,NA,NA,NA
X183127_9,1.45444262,1.484768396,NA,NA,NA
X183127_15,1,1.188801072,NA,NA,NA
X183130_46,1.212698413,1.155559669,NA,NA,NA
X183144_38,1.111111111,1.121080627,NA,NA,NA
X183151_16,1.142857143,1.178667435,NA,NA,NA
X183159_66,1,1.046511628,1.368421053,1.25,1.505494505
X183161_52,1.305322129,1.312905173,1,1,1
X183169_65,1,1,1.2,1,1.45
X183177_66,1.409047783,1.411991872,1.436758893,1.50877193,1
X183181_44,NA,NA,1.337662338,1.368421053,1
X183193_54,1.125,1.155795785,1.337662338,1,1
X183197_15,1,1.082017544,1.311594203,1.368421053,1
X183197_16,1.511818687,1.199334252,1.710615471,1.368421053,1.67254902
X183197_44,1.511818687,1.123571365,1.543948805,1,1.67254902
X183197_51,1.339516129,1.329907344,1.634763787,1.50877193,1.368421053
X183197_63,1.511818687,1.123571365,1.543948805,1,1.67254902
X183198_36,1.822134387,1.751354442,1.917647059,1.67032967,1.845201238
X183201_55,1.543948805,1.359160594,NA,NA,NA
X183207_11,1.750250278,1.815453414,1.886034256,1.905882353,1.903622693
X183214_44,1,1,1.166666667,1.368421053,1.181818182
X183225_65,1.445573393,1.17635239,1.337662338,1.25,1
X183226_9,1.26984127,1.637232848,NA,NA,NA
X183227_51,1,1,1,1.789210789,1
X183231_57,1.125,1.140966576,1.405228758,1.45,1
X183233_18,1.359605911,1.341872491,NA,NA,NA
X183236_47,1.117647059,1.255393404,1.2,1,1.2
X183256_55,1,1,1.311594203,1,1.405228758
X183257_66,1.405228758,1.246791145,NA,NA,NA
X183257_67,1.405228758,1.246791145,NA,NA,NA
X183259_35,1.26984127,1.361868621,1.47012987,1.67032967,1.624148607
X183259_39,1.26984127,1.444676859,1.47012987,1.67032967,1.624148607
X183263_11,1.885030759,1.846263749,1.905882353,1.911538462,1.908496732
X183264_59,1.790739711,1.719489398,1.181818182,1.222222222,1.673957621
X183273_23,1.583843159,1.441560119,1.543948805,1.876373626,1.717234262
X183273_27,1.558176643,1.441560119,1.543948805,1.876373626,1.717234262
X183273_42,1.321524064,1.087390762,1.166666667,1,1
X183276_25,1.766344661,1.558036614,NA,NA,NA
X183276_37,1.88698896,1.844492236,NA,NA,NA
X183276_64,1.117647059,1.627608078,NA,NA,NA
X183277_45,1.289230769,1.184461368,1.789210789,1.45,1.885030759
X183277_51,1.407692308,1.184461368,1.789210789,1.45,1.885030759
X183277_54,1.289230769,1.184461368,1.789210789,1.45,1.885030759
X183281_48,1.407692308,1.285325123,1,1.222222222,1
X183289_12,1.766344661,1.863810921,1.822134387,1.905882353,1.67254902
X183289_18,1.88698896,1.814134788,1.543948805,1,1.67254902
X183289_41,1.321524064,1.61505824,1.772727273,1.845201238,1.908496732
X183294_50,1.125,1.162095372,1.543948805,1,1
X183297_28,1.371713066,1.432164693,1.337662338,1.368421053,1.368421053
X183299_18,1.651218063,1.626104963,1.634763787,1.903622693,1.905882353
X183299_48,1.88685171,1.751458675,1.710615471,1.917647059,1.905882353
X183300_9,1.730523627,1.662051785,NA,NA,NA
X183300_20,1.730523627,1.662051785,NA,NA,NA
X183308_22,1,1,1,1,1.47012987
X183308_30,1,1.083733699,1.337662338,1,1
X183308_37,1,1.083733699,1.337662338,1.222222222,1
X183308_52,1,1.203372755,1,1,1
X183309_29,1.815544609,1.505325146,1,1,1.222222222
X183314_35,1.111111111,1.121080627,1.166666667,1.581544771,1.337662338
X183314_58,1.742636449,1.860399298,1.772727273,1.883384933,1.903622693
